Gene,Module
CDK17,c1_148
CDK17,c1_15
CDK17,c1_461
CDK17,c1_3
MYO1D,c1_659
MYO1D,c1_2
MYO1D,c1_72
MYO1D,c1_11
MYO1D,c1_253
DAB2IP,c1_413
DAB2IP,c1_3
DAB2IP,c1_15
DAB2IP,c1_125
DYNLT3,c1_100
DYNLT3,c1_341
DYNLT3,c1_3
DYNLT3,c1_15
SLFN5,c1_64
SLFN5,c1_9
SLFN5,c1_2
PPP3R1,c1_358
PPP3R1,c1_3
PPP3R1,c1_104
PPP3R1,c1_15
PPP3R1,c1_756
PPP3R1,c1_1091
NXPH3,c1_502
NXPH3,c1_16
NXPH3,c1_867
NXPH3,c1_1118
NXPH3,c1_4
NXPH3,c1_171
LGI4,c1_14
LGI4,c1_83
LGI4,c1_3
LGI4,c1_696
LGI4,c1_287
TEKT1,c1_2
TEKT1,c1_54
TEKT1,c1_8
TEKT1,c1_237
SLC6A17,c1_3
SLC6A17,c1_768
SLC6A17,c1_106
SLC6A17,c1_366
SLC6A17,c1_15
UBR3,c1_105
UBR3,c1_762
UBR3,c1_15
UBR3,c1_363
UBR3,c1_3
DLEC1,c1_53
DLEC1,c1_8
DLEC1,c1_651
DLEC1,c1_234
DLEC1,c1_2
PHF24,c1_128
PHF24,c1_419
PHF24,c1_3
PHF24,c1_15
SMPDL3B,c1_17
SMPDL3B,c1_4
SMPDL3B,c1_188
SMPDL3B,c1_1015
SMPDL3B,c1_1173
SMPDL3B,c1_606
SGIP1,c1_103
SGIP1,c1_752
SGIP1,c1_354
SGIP1,c1_3
SGIP1,c1_15
HEPACAM,c1_287
HEPACAM,c1_83
HEPACAM,c1_698
HEPACAM,c1_1086
HEPACAM,c1_14
HEPACAM,c1_3
DNM1,c1_3
DNM1,c1_369
DNM1,c1_15
DNM1,c1_773
DNM1,c1_107
CACNA1B,c1_2
BCAS1,c1_667
BCAS1,c1_261
BCAS1,c1_14
BCAS1,c1_1070
BCAS1,c1_3
BCAS1,c1_79
TBC1D9,c1_6
TBC1D9,c1_2
NECAB2,c1_967
NECAB2,c1_4
NECAB2,c1_17
NECAB2,c1_186
NECAB2,c1_586
CGGBP1,c1_949
CGGBP1,c1_4
CGGBP1,c1_17
CGGBP1,c1_184
CGGBP1,c1_569
NEGR1,c1_15
NEGR1,c1_3
NEGR1,c1_458
NEGR1,c1_851
NEGR1,c1_147
MSRB2,c1_586
MSRB2,c1_4
MSRB2,c1_971
MSRB2,c1_17
MSRB2,c1_186
HIPK4,c1_186
HIPK4,c1_17
HIPK4,c1_4
HIPK4,c1_968
HIPK4,c1_586
VCPIP1,c1_362
VCPIP1,c1_105
VCPIP1,c1_15
VCPIP1,c1_3
VPS35,c1_4
VPS35,c1_918
VPS35,c1_548
VPS35,c1_184
VPS35,c1_17
ATP6V0B,c1_404
ATP6V0B,c1_122
ATP6V0B,c1_3
ATP6V0B,c1_15
APOE,c1_14
APOE,c1_81
APOE,c1_281
APOE,c1_3
RXFP1,c1_3
RXFP1,c1_410
RXFP1,c1_125
RXFP1,c1_15
AKAP6,c1_15
AKAP6,c1_103
AKAP6,c1_3
AKAP6,c1_752
AKAP6,c1_354
PRMT8,c1_186
PRMT8,c1_17
PRMT8,c1_4
PRMT8,c1_586
FUCA1,c1_10
FUCA1,c1_246
FUCA1,c1_2
FUCA1,c1_68
SCN2A,c1_291
SCN2A,c1_86
SCN2A,c1_15
SCN2A,c1_3
ABR,c1_4
ABR,c1_1155
ABR,c1_186
ABR,c1_17
ABR,c1_589
ABR,c1_978
PCMTD2,c1_3
PCMTD2,c1_131
PCMTD2,c1_15
LOC103693323,c1_873
LOC103693323,c1_16
LOC103693323,c1_4
LOC103693323,c1_172
LOC103693323,c1_512
TUBB3,c1_403
TUBB3,c1_122
TUBB3,c1_803
TUBB3,c1_3
TUBB3,c1_1097
TUBB3,c1_15
SNX33,c1_273
SNX33,c1_1078
SNX33,c1_80
SNX33,c1_14
SNX33,c1_3
SNX33,c1_678
APOD,c1_667
APOD,c1_79
APOD,c1_1070
APOD,c1_261
APOD,c1_14
APOD,c1_3
AP2A1,c1_366
AP2A1,c1_15
AP2A1,c1_768
AP2A1,c1_3
AP2A1,c1_106
NLGN3,c1_961
NLGN3,c1_4
NLGN3,c1_17
NLGN3,c1_584
NLGN3,c1_1147
NLGN3,c1_186
GABRA4,c1_148
GABRA4,c1_15
GABRA4,c1_3
GABRA4,c1_461
STOML3,c1_2
STOML3,c1_646
STOML3,c1_53
STOML3,c1_8
STOML3,c1_233
EPN3,c1_6
EPN3,c1_2
EPN3,c1_40
GDPD5,c1_17
GDPD5,c1_968
GDPD5,c1_186
GDPD5,c1_586
GDPD5,c1_4
NECAP1,c1_3
NECAP1,c1_15
NECAP1,c1_145
NECAP1,c1_454
ETFB,c1_259
ETFB,c1_77
ETFB,c1_13
ETFB,c1_2
PIEZO2,c1_4
PIEZO2,c1_582
PIEZO2,c1_956
PIEZO2,c1_186
PIEZO2,c1_17
AABR07007068.1,c1_877
AABR07007068.1,c1_4
AABR07007068.1,c1_173
AABR07007068.1,c1_515
AABR07007068.1,c1_16
PMVK,c1_134
PMVK,c1_15
PMVK,c1_3
ATP13A2,c1_15
ATP13A2,c1_3
ATP13A2,c1_131
CLCN6,c1_334
CLCN6,c1_99
CLCN6,c1_15
CLCN6,c1_3
PKM,c1_803
PKM,c1_403
PKM,c1_3
PKM,c1_122
PKM,c1_1097
PKM,c1_15
PEAR1,c1_9
PEAR1,c1_65
PEAR1,c1_2
CLTRN,c1_221
CLTRN,c1_6
CLTRN,c1_2
CLTRN,c1_636
CLTRN,c1_40
GABRB1,c1_318
GABRB1,c1_3
GABRB1,c1_15
GABRB1,c1_93
TTC14,c1_5
TTC14,c1_206
TTC14,c1_25
ABHD17A,c1_15
ABHD17A,c1_149
ABHD17A,c1_463
ABHD17A,c1_852
ABHD17A,c1_3
RNF14,c1_3
RNF14,c1_15
RNF14,c1_325
RNF14,c1_95
MZF1,c1_15
MZF1,c1_154
MZF1,c1_3
NEXN,c1_994
NEXN,c1_598
NEXN,c1_17
NEXN,c1_187
NEXN,c1_4
DPF1,c1_447
DPF1,c1_15
DPF1,c1_142
DPF1,c1_3
PCLO,c1_15
PCLO,c1_305
PCLO,c1_717
PCLO,c1_3
PCLO,c1_89
KRT8,c1_54
KRT8,c1_236
KRT8,c1_8
KRT8,c1_2
NCKAP1L,c1_90
NCKAP1L,c1_15
NCKAP1L,c1_3
NPTN,c1_756
NPTN,c1_358
NPTN,c1_15
NPTN,c1_104
NPTN,c1_1091
NPTN,c1_3
PPFIA3,c1_15
PPFIA3,c1_3
PPFIA3,c1_131
ACSBG1,c1_3
ACSBG1,c1_275
ACSBG1,c1_14
ACSBG1,c1_81
CAMK4,c1_17
CAMK4,c1_1010
CAMK4,c1_4
CAMK4,c1_187
CAMK4,c1_602
GLUD1,c1_3
GLUD1,c1_14
GLUD1,c1_81
GLUD1,c1_279
GLUD1,c1_688
KLHDC8B,c1_6
KLHDC8B,c1_2
RHOG,c1_14
RHOG,c1_79
RHOG,c1_1070
RHOG,c1_667
RHOG,c1_3
RHOG,c1_261
CNMD,c1_40
CNMD,c1_2
CNMD,c1_221
CNMD,c1_636
CNMD,c1_6
CAPZA2,c1_918
CAPZA2,c1_548
CAPZA2,c1_4
CAPZA2,c1_184
CAPZA2,c1_17
GSTA4,c1_6
GSTA4,c1_223
GSTA4,c1_41
GSTA4,c1_2
ATP2B3,c1_2
ATP2B3,c1_6
ATP2B3,c1_48
OTOF,c1_4
OTOF,c1_1043
OTOF,c1_616
OTOF,c1_188
OTOF,c1_17
AK5,c1_4
AK5,c1_17
AK5,c1_1143
AK5,c1_959
AK5,c1_186
AK5,c1_582
AUTS2,c1_616
AUTS2,c1_1043
AUTS2,c1_4
AUTS2,c1_188
AUTS2,c1_17
ABHD3,c1_82
ABHD3,c1_14
ABHD3,c1_3
STUM,c1_3
STUM,c1_15
STUM,c1_86
STUM,c1_297
CLDN11,c1_261
CLDN11,c1_3
CLDN11,c1_79
CLDN11,c1_668
CLDN11,c1_14
KMT2D,c1_21
KMT2D,c1_630
KMT2D,c1_5
KMT2D,c1_196
HERC2,c1_3
HERC2,c1_15
HERC2,c1_89
HERC2,c1_305
CSRP1,c1_14
CSRP1,c1_273
CSRP1,c1_80
CSRP1,c1_3
CSRP1,c1_1078
CSRP1,c1_678
PPP1R14A,c1_14
PPP1R14A,c1_79
PPP1R14A,c1_3
PPP1R14A,c1_261
PPP1R14A,c1_667
PPP1R14A,c1_1070
CAND1,c1_762
CAND1,c1_3
CAND1,c1_363
CAND1,c1_15
CAND1,c1_105
GUCY1B1,c1_15
GUCY1B1,c1_148
GUCY1B1,c1_461
GUCY1B1,c1_3
CD47,c1_529
CD47,c1_1127
CD47,c1_177
CD47,c1_4
CD47,c1_16
CD47,c1_894
EPHA4,c1_627
EPHA4,c1_17
EPHA4,c1_188
EPHA4,c1_4
DOCK1,c1_69
DOCK1,c1_249
DOCK1,c1_10
DOCK1,c1_2
ASTN2,c1_303
ASTN2,c1_88
ASTN2,c1_15
ASTN2,c1_3
DOCK4,c1_15
DOCK4,c1_3
DOCK4,c1_113
EPN1,c1_463
EPN1,c1_15
EPN1,c1_3
EPN1,c1_852
EPN1,c1_149
LDB2,c1_3
LDB2,c1_110
LDB2,c1_15
LDB2,c1_375
CHRNA4,c1_16
CHRNA4,c1_4
CHRNA4,c1_174
CHRNA4,c1_519
CHRNA4,c1_881
ETL4,c1_888
ETL4,c1_525
ETL4,c1_175
ETL4,c1_4
ETL4,c1_16
TBC1D1,c1_188
TBC1D1,c1_4
TBC1D1,c1_612
TBC1D1,c1_17
TBC1D1,c1_1175
TBC1D1,c1_1036
SLC13A4,c1_2
SLC13A4,c1_221
SLC13A4,c1_40
SLC13A4,c1_637
SLC13A4,c1_6
G3BP2,c1_3
G3BP2,c1_361
G3BP2,c1_15
G3BP2,c1_105
PDE1B,c1_17
PDE1B,c1_4
PDE1B,c1_187
PDE1B,c1_601
PDE1B,c1_1005
ST3GAL4,c1_14
ST3GAL4,c1_273
ST3GAL4,c1_679
ST3GAL4,c1_3
ST3GAL4,c1_80
ZFPM2,c1_186
ZFPM2,c1_961
ZFPM2,c1_584
ZFPM2,c1_17
ZFPM2,c1_1147
ZFPM2,c1_4
TGFBR2,c1_64
TGFBR2,c1_9
TGFBR2,c1_2
TRAFD1,c1_5
TRAFD1,c1_27
MDK,c1_636
MDK,c1_221
MDK,c1_2
MDK,c1_6
MDK,c1_40
UBA1,c1_804
UBA1,c1_403
UBA1,c1_122
UBA1,c1_15
UBA1,c1_3
ABLIM3,c1_1010
ABLIM3,c1_17
ABLIM3,c1_187
ABLIM3,c1_4
ABLIM3,c1_602
SEC16A,c1_5
SEC16A,c1_28
PREX2,c1_14
PREX2,c1_3
PREX2,c1_684
PREX2,c1_276
PREX2,c1_81
PON2,c1_14
PON2,c1_82
PON2,c1_3
IL34,c1_4
IL34,c1_171
IL34,c1_16
ARAP1,c1_2
HTT,c1_15
HTT,c1_103
HTT,c1_752
HTT,c1_3
HTT,c1_354
AABR07066522.1,c1_5
AABR07066522.1,c1_24
ZFP483,c1_399
ZFP483,c1_15
ZFP483,c1_119
ZFP483,c1_3
TMEM198,c1_817
TMEM198,c1_15
TMEM198,c1_414
TMEM198,c1_3
TMEM198,c1_126
NEU2,c1_4
NEU2,c1_17
NEU2,c1_587
NEU2,c1_186
PLAAT3,c1_3
PLAAT3,c1_80
PLAAT3,c1_14
ATP6AP1,c1_3
ATP6AP1,c1_320
ATP6AP1,c1_730
ATP6AP1,c1_15
ATP6AP1,c1_94
LOC361016,c1_262
LOC361016,c1_79
LOC361016,c1_670
LOC361016,c1_3
LOC361016,c1_14
ASNS,c1_15
ASNS,c1_3
ASNS,c1_113
AABR07049499.1,c1_2
AABR07049499.1,c1_40
AABR07049499.1,c1_6
AABR07049499.1,c1_637
AABR07049499.1,c1_221
PNISR,c1_23
PNISR,c1_5
STAC2,c1_15
STAC2,c1_88
STAC2,c1_303
STAC2,c1_3
MIDN,c1_975
MIDN,c1_186
MIDN,c1_588
MIDN,c1_4
MIDN,c1_17
LMTK2,c1_828
LMTK2,c1_431
LMTK2,c1_15
LMTK2,c1_135
LMTK2,c1_3
DRC3,c1_188
DRC3,c1_608
DRC3,c1_17
DRC3,c1_4
JPH1,c1_17
JPH1,c1_613
JPH1,c1_188
JPH1,c1_4
ABCA8A,c1_79
ABCA8A,c1_14
ABCA8A,c1_3
TM9SF3,c1_17
TM9SF3,c1_4
TM9SF3,c1_184
TM9SF3,c1_562
CSMD2,c1_16
CSMD2,c1_4
CSMD2,c1_533
CSMD2,c1_178
SLC16A2,c1_54
SLC16A2,c1_8
SLC16A2,c1_2
SLC16A2,c1_237
RAB15,c1_4
RAB15,c1_537
RAB15,c1_179
RAB15,c1_16
BMERB1,c1_905
BMERB1,c1_181
BMERB1,c1_539
BMERB1,c1_4
BMERB1,c1_16
SLC2A12,c1_6
SLC2A12,c1_636
SLC2A12,c1_221
SLC2A12,c1_40
SLC2A12,c1_2
TSPAN11,c1_4
TSPAN11,c1_607
TSPAN11,c1_188
TSPAN11,c1_17
TSPAN11,c1_1018
GAP43,c1_16
GAP43,c1_175
GAP43,c1_525
GAP43,c1_887
GAP43,c1_4
ATP6V1G2,c1_320
ATP6V1G2,c1_730
ATP6V1G2,c1_94
ATP6V1G2,c1_3
ATP6V1G2,c1_15
CDK14,c1_369
CDK14,c1_773
CDK14,c1_107
CDK14,c1_3
CDK14,c1_15
CAPSL,c1_2
CAPSL,c1_237
CAPSL,c1_54
CAPSL,c1_8
HECTD4,c1_21
HECTD4,c1_5
HECTD4,c1_630
HECTD4,c1_196
FHL2,c1_4
FHL2,c1_526
FHL2,c1_175
FHL2,c1_16
FHL2,c1_891
TMEFF1,c1_3
TMEFF1,c1_108
TMEFF1,c1_373
TMEFF1,c1_15
ATP1A3,c1_3
ATP1A3,c1_291
ATP1A3,c1_86
ATP1A3,c1_15
ATP1A3,c1_703
LY6H,c1_4
LY6H,c1_182
LY6H,c1_16
DCLK3,c1_606
DCLK3,c1_1173
DCLK3,c1_1015
DCLK3,c1_17
DCLK3,c1_4
DCLK3,c1_188
DYNLRB2,c1_8
DYNLRB2,c1_54
DYNLRB2,c1_2
DYNLRB2,c1_237
KPNA4,c1_184
KPNA4,c1_17
KPNA4,c1_548
KPNA4,c1_918
KPNA4,c1_4
ACTR1A,c1_3
ACTR1A,c1_124
ACTR1A,c1_406
ACTR1A,c1_15
PARP3,c1_2
PARP3,c1_6
PARP3,c1_40
ARHGAP20,c1_186
ARHGAP20,c1_968
ARHGAP20,c1_17
ARHGAP20,c1_586
ARHGAP20,c1_4
CLASRP,c1_20
CLASRP,c1_5
CLASRP,c1_192
GAS6,c1_2
GAS6,c1_40
GAS6,c1_6
GAS6,c1_221
GAS6,c1_636
ACE,c1_221
ACE,c1_637
ACE,c1_6
ACE,c1_40
ACE,c1_2
DLD,c1_549
DLD,c1_4
DLD,c1_184
DLD,c1_17
KCNMB4,c1_502
KCNMB4,c1_1117
KCNMB4,c1_4
KCNMB4,c1_171
KCNMB4,c1_16
KCNMB4,c1_867
SYNGR1,c1_397
SYNGR1,c1_15
SYNGR1,c1_117
SYNGR1,c1_3
SYNGR1,c1_794
MC4R,c1_4
MC4R,c1_995
MC4R,c1_187
MC4R,c1_17
MC4R,c1_598
NSD1,c1_3
NSD1,c1_15
NSD1,c1_141
NSD1,c1_443
ABCC5,c1_190
ABCC5,c1_19
ABCC5,c1_5
AK7,c1_2
AK7,c1_233
AK7,c1_53
AK7,c1_8
FDFT1,c1_16
FDFT1,c1_4
FDFT1,c1_175
CFL1,c1_15
CFL1,c1_405
CFL1,c1_3
CFL1,c1_124
SRSF1,c1_4
SRSF1,c1_554
SRSF1,c1_17
SRSF1,c1_927
SRSF1,c1_184
EPHX1,c1_8
EPHX1,c1_2
GARNL3,c1_15
GARNL3,c1_3
GARNL3,c1_471
GARNL3,c1_152
TRIP12,c1_17
TRIP12,c1_916
TRIP12,c1_547
TRIP12,c1_4
TRIP12,c1_184
DNAJA2,c1_918
DNAJA2,c1_184
DNAJA2,c1_17
DNAJA2,c1_548
DNAJA2,c1_4
PCDH1,c1_292
PCDH1,c1_3
PCDH1,c1_86
PCDH1,c1_15
CGNL1,c1_2
CGNL1,c1_221
CGNL1,c1_40
CGNL1,c1_6
CGNL1,c1_636
VIM,c1_9
VIM,c1_2
ATF2,c1_3
ATF2,c1_15
ATF2,c1_123
CCNT2,c1_5
CCNT2,c1_32
CHRM2,c1_3
CHRM2,c1_391
CHRM2,c1_15
CHRM2,c1_115
KANK1,c1_72
KANK1,c1_2
KANK1,c1_11
KANK1,c1_253
KANK1,c1_659
PLTP,c1_248
PLTP,c1_2
PLTP,c1_68
PLTP,c1_10
SPINT2,c1_2
SPINT2,c1_8
AVPI1,c1_519
AVPI1,c1_16
AVPI1,c1_4
AVPI1,c1_174
AVPI1,c1_883
PFDN2,c1_3
PFDN2,c1_134
PFDN2,c1_15
IL16,c1_607
IL16,c1_188
IL16,c1_17
IL16,c1_4
IL16,c1_1018
CLMP,c1_86
CLMP,c1_290
CLMP,c1_3
CLMP,c1_15
CDIP1,c1_15
CDIP1,c1_3
CDIP1,c1_150
CDIP1,c1_860
CDIP1,c1_469
ABCA7,c1_175
ABCA7,c1_4
ABCA7,c1_16
CYC1,c1_3
CYC1,c1_457
CYC1,c1_15
CYC1,c1_146
SRRM2,c1_5
SRRM2,c1_24
ERBIN,c1_2
ZDHHC2,c1_1157
ZDHHC2,c1_186
ZDHHC2,c1_4
ZDHHC2,c1_590
ZDHHC2,c1_982
ZDHHC2,c1_17
PIP4P2,c1_1129
PIP4P2,c1_17
PIP4P2,c1_184
PIP4P2,c1_4
PIP4P2,c1_921
PIP4P2,c1_550
SLCO2B1,c1_15
SLCO2B1,c1_3
SLCO2B1,c1_90
PRKCB,c1_15
PRKCB,c1_293
PRKCB,c1_3
PRKCB,c1_86
AABR07047789.1,c1_21
AABR07047789.1,c1_196
AABR07047789.1,c1_5
CUL2,c1_184
CUL2,c1_549
CUL2,c1_17
CUL2,c1_4
TMEM150C,c1_17
TMEM150C,c1_188
TMEM150C,c1_1036
TMEM150C,c1_4
TMEM150C,c1_612
TMEM150C,c1_1175
SRPK2,c1_451
SRPK2,c1_15
SRPK2,c1_144
SRPK2,c1_3
PTCHD1,c1_599
PTCHD1,c1_4
PTCHD1,c1_1001
PTCHD1,c1_187
PTCHD1,c1_17
PRNP,c1_324
PRNP,c1_95
PRNP,c1_3
PRNP,c1_733
PRNP,c1_15
GLRA2,c1_171
GLRA2,c1_505
GLRA2,c1_4
GLRA2,c1_16
GIPR,c1_17
GIPR,c1_186
GIPR,c1_4
GIPR,c1_954
GIPR,c1_580
CX3CR1,c1_15
CX3CR1,c1_90
CX3CR1,c1_3
ATP6V1H,c1_15
ATP6V1H,c1_291
ATP6V1H,c1_86
ATP6V1H,c1_703
ATP6V1H,c1_3
MPP5,c1_625
MPP5,c1_17
MPP5,c1_188
MPP5,c1_4
LDHA,c1_3
LDHA,c1_404
LDHA,c1_15
LDHA,c1_122
EPM2AIP1,c1_100
EPM2AIP1,c1_340
EPM2AIP1,c1_3
EPM2AIP1,c1_15
UNC13A,c1_2
RAB6A,c1_15
RAB6A,c1_3
RAB6A,c1_100
RAB6A,c1_339
BMP5,c1_714
BMP5,c1_15
BMP5,c1_87
BMP5,c1_299
BMP5,c1_3
TCFL5,c1_15
TCFL5,c1_108
TCFL5,c1_374
TCFL5,c1_780
TCFL5,c1_3
BOK,c1_15
BOK,c1_3
BOK,c1_85
TNS3,c1_2
DYNC1I1,c1_94
DYNC1I1,c1_320
DYNC1I1,c1_3
DYNC1I1,c1_15
DYNC1I1,c1_730
TRANK1,c1_632
TRANK1,c1_5
TRANK1,c1_22
TRANK1,c1_198
CPT1A,c1_14
CPT1A,c1_81
CPT1A,c1_3
CPT1A,c1_277
DYNC1H1,c1_3
DYNC1H1,c1_15
DYNC1H1,c1_306
DYNC1H1,c1_719
DYNC1H1,c1_89
POP5,c1_188
POP5,c1_1015
POP5,c1_17
POP5,c1_606
POP5,c1_4
POP5,c1_1173
TUBB4B,c1_15
TUBB4B,c1_434
TUBB4B,c1_137
TUBB4B,c1_3
TEF,c1_188
TEF,c1_624
TEF,c1_17
TEF,c1_4
SIRT2,c1_676
SIRT2,c1_1076
SIRT2,c1_3
SIRT2,c1_266
SIRT2,c1_14
SIRT2,c1_79
GNAL,c1_4
GNAL,c1_17
GNAL,c1_187
GNAL,c1_598
GNAL,c1_998
SLC38A3,c1_68
SLC38A3,c1_10
SLC38A3,c1_246
SLC38A3,c1_2
STAT6,c1_125
STAT6,c1_3
STAT6,c1_15
STAT6,c1_410
SLC24A3,c1_3
SLC24A3,c1_290
SLC24A3,c1_86
SLC24A3,c1_15
EEF1A2,c1_102
EEF1A2,c1_3
EEF1A2,c1_15
EEF1A2,c1_352
ITGBL1,c1_113
ITGBL1,c1_15
ITGBL1,c1_3
CAMSAP2,c1_765
CAMSAP2,c1_3
CAMSAP2,c1_105
CAMSAP2,c1_15
CAMSAP2,c1_364
TSPYL1,c1_567
TSPYL1,c1_4
TSPYL1,c1_17
TSPYL1,c1_184
ABI1,c1_586
ABI1,c1_4
ABI1,c1_186
ABI1,c1_17
ABI1,c1_968
BICD1,c1_356
BICD1,c1_3
BICD1,c1_15
BICD1,c1_103
RPS15,c1_17
RPS15,c1_4
RPS15,c1_557
RPS15,c1_184
RPS15,c1_934
RTN1,c1_82
RTN1,c1_3
RTN1,c1_14
SLC25A30,c1_2
SLC25A30,c1_8
SKP1,c1_184
SKP1,c1_4
SKP1,c1_17
SKP1,c1_548
SKP1,c1_918
MYBPH,c1_15
MYBPH,c1_85
MYBPH,c1_3
PANX1,c1_729
PANX1,c1_310
PANX1,c1_15
PANX1,c1_3
PANX1,c1_92
TTPAL,c1_15
TTPAL,c1_3
TTPAL,c1_143
RBBP7,c1_930
RBBP7,c1_184
RBBP7,c1_17
RBBP7,c1_4
RBBP7,c1_555
ANKRD6,c1_188
ANKRD6,c1_612
ANKRD6,c1_1036
ANKRD6,c1_4
ANKRD6,c1_1175
ANKRD6,c1_17
CLDN2,c1_221
CLDN2,c1_6
CLDN2,c1_636
CLDN2,c1_2
CLDN2,c1_40
SYNGR2,c1_246
SYNGR2,c1_10
SYNGR2,c1_2
SYNGR2,c1_68
FAM193B,c1_192
FAM193B,c1_20
FAM193B,c1_5
RSPH10B,c1_2
RSPH10B,c1_8
SLC17A7,c1_367
SLC17A7,c1_106
SLC17A7,c1_15
SLC17A7,c1_3
SLC17A7,c1_772
KIF21A,c1_86
KIF21A,c1_15
KIF21A,c1_3
KIF21A,c1_291
FOLR1,c1_6
FOLR1,c1_636
FOLR1,c1_221
FOLR1,c1_40
FOLR1,c1_2
PRPS2,c1_2
PRPS2,c1_6
RAP1GDS1,c1_4
RAP1GDS1,c1_525
RAP1GDS1,c1_175
RAP1GDS1,c1_888
RAP1GDS1,c1_16
RPS21,c1_17
RPS21,c1_4
RPS21,c1_546
RPS21,c1_184
MDH1,c1_15
MDH1,c1_122
MDH1,c1_3
MDH1,c1_404
STXBP5L,c1_93
STXBP5L,c1_3
STXBP5L,c1_317
STXBP5L,c1_15
PTPRN,c1_117
PTPRN,c1_796
PTPRN,c1_398
PTPRN,c1_3
PTPRN,c1_15
RPL35,c1_934
RPL35,c1_4
RPL35,c1_557
RPL35,c1_17
RPL35,c1_184
PDYN,c1_4
PDYN,c1_994
PDYN,c1_187
PDYN,c1_598
PDYN,c1_17
SSH3,c1_160
SSH3,c1_484
SSH3,c1_3
SSH3,c1_15
LDLRAP1,c1_261
LDLRAP1,c1_14
LDLRAP1,c1_79
LDLRAP1,c1_3
LDLRAP1,c1_1070
LDLRAP1,c1_667
ZKSCAN8,c1_25
ZKSCAN8,c1_5
DLX5,c1_187
DLX5,c1_17
DLX5,c1_994
DLX5,c1_4
DLX5,c1_598
MTUS1,c1_2
MTUS1,c1_657
MTUS1,c1_69
MTUS1,c1_250
MTUS1,c1_10
MCCC2,c1_2
YIPF6,c1_554
YIPF6,c1_184
YIPF6,c1_17
YIPF6,c1_4
YIPF6,c1_927
EMID1,c1_85
EMID1,c1_3
EMID1,c1_15
MTMR3,c1_3
MTMR3,c1_15
MTMR3,c1_323
MTMR3,c1_95
MLC1,c1_275
MLC1,c1_14
MLC1,c1_3
MLC1,c1_81
TASOR,c1_560
TASOR,c1_4
TASOR,c1_17
TASOR,c1_184
TRPV4,c1_221
TRPV4,c1_40
TRPV4,c1_636
TRPV4,c1_6
TRPV4,c1_2
SEC23A,c1_105
SEC23A,c1_15
SEC23A,c1_3
SEC23A,c1_363
ITIH3,c1_1175
ITIH3,c1_4
ITIH3,c1_17
ITIH3,c1_188
ITIH3,c1_1036
ITIH3,c1_612
FBXO2,c1_4
FBXO2,c1_17
FBXO2,c1_982
FBXO2,c1_1157
FBXO2,c1_186
FBXO2,c1_590
RELCH,c1_15
RELCH,c1_361
RELCH,c1_105
RELCH,c1_3
MAPK8IP1,c1_15
MAPK8IP1,c1_3
MAPK8IP1,c1_852
MAPK8IP1,c1_149
MAPK8IP1,c1_463
DGKQ,c1_15
DGKQ,c1_3
DGKQ,c1_484
DGKQ,c1_160
PCDHA13,c1_451
PCDHA13,c1_3
PCDHA13,c1_15
PCDHA13,c1_144
PFKFB3,c1_3
PFKFB3,c1_15
PFKFB3,c1_88
PFKFB3,c1_303
TNS1,c1_9
TNS1,c1_64
TNS1,c1_2
AP2S1,c1_3
AP2S1,c1_407
AP2S1,c1_15
AP2S1,c1_124
CEP350,c1_141
CEP350,c1_15
CEP350,c1_443
CEP350,c1_3
RGD1311739,c1_188
RGD1311739,c1_4
RGD1311739,c1_17
RGD1311739,c1_622
AK9,c1_651
AK9,c1_2
AK9,c1_53
AK9,c1_8
AK9,c1_234
WNT2,c1_16
WNT2,c1_521
WNT2,c1_4
WNT2,c1_174
PCOLCE,c1_2
PCOLCE,c1_9
PRLR,c1_6
PRLR,c1_40
PRLR,c1_636
PRLR,c1_221
PRLR,c1_2
SLC35B4,c1_3
SLC35B4,c1_15
SLC35B4,c1_373
SLC35B4,c1_108
INA,c1_291
INA,c1_86
INA,c1_3
INA,c1_15
ATXN2L,c1_190
ATXN2L,c1_5
ATXN2L,c1_19
SOX10,c1_14
SOX10,c1_3
SOX10,c1_670
SOX10,c1_262
SOX10,c1_79
SUCLG2,c1_82
SUCLG2,c1_14
SUCLG2,c1_3
CHD9,c1_5
CHD9,c1_21
CHD9,c1_196
SLC44A1,c1_261
SLC44A1,c1_3
SLC44A1,c1_667
SLC44A1,c1_14
SLC44A1,c1_1070
SLC44A1,c1_79
SON,c1_15
SON,c1_168
SON,c1_865
SON,c1_501
SON,c1_3
SRCIN1,c1_171
SRCIN1,c1_4
SRCIN1,c1_502
SRCIN1,c1_16
WDR78,c1_6
WDR78,c1_2
MAPK9,c1_346
MAPK9,c1_3
MAPK9,c1_15
MAPK9,c1_101
MYCL,c1_17
MYCL,c1_606
MYCL,c1_188
MYCL,c1_4
MYCL,c1_1015
MYCL,c1_1173
GALNT17,c1_15
GALNT17,c1_110
GALNT17,c1_3
GALNT17,c1_376
EZR,c1_237
EZR,c1_2
EZR,c1_8
EZR,c1_54
FAIM2,c1_405
FAIM2,c1_124
FAIM2,c1_3
FAIM2,c1_15
LSAMP,c1_101
LSAMP,c1_346
LSAMP,c1_15
LSAMP,c1_745
LSAMP,c1_3
STK39,c1_2
STK39,c1_221
STK39,c1_40
STK39,c1_636
STK39,c1_6
CYLD,c1_1049
CYLD,c1_618
CYLD,c1_4
CYLD,c1_17
CYLD,c1_188
MPPED1,c1_502
